what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266244273214
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266244273749
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266244274031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266244279432
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266244282148
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244282885
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244283905
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266244285787
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266244287970
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266244295198
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266244297663
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244298560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244299436
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266244302459
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266244302816
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266244303969
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266244305081
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1266244312751
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244312779
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244317046
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1266244317648
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244317680
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266244319078
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266244321665
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266244323687
