what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439384632
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439385464
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439386570
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439398492
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439400112
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439400990
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439402090
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439431655
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439474015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439474910
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439476026
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266439476768
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266439556368
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439574446
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439577350
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439578300
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439579535
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266439591239
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266439591485
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266439591714
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266439595915
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439604909
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439607098
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439607949
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439608944
