what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266222246055
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266222247130
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266222255247
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266222255856
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266222256025
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266222265117
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222268035
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222272303
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266222282363
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222283222
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222284255
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222286231
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222292761
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266222292854
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222315213
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222335050
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266222336177
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266222361296
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266222370496
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266222372563
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266222379665
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222382989
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1266222384754
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.export",1266222384755
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222384819
