what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252037057
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266252042615
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266252172627
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266252172804
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266252178238
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266252180218
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266252189060
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252189875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252191253
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252195218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252232492
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252250622
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252836117
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266252868019
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266253268160
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266253318724
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266253318974
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266253385551
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266253508144
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266253555913
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266253557819
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266253558663
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266253559742
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266253568393
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266253569809
