what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266223559357
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.toggleOverwrite",1266223620394
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.toggleOverwrite",1266223621147
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266223641217
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266223700747
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266223711863
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266223714861
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266223721221
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223722174
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223722713
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223729777
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223744470
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266223886045
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223891044
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223892689
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223895668
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266223922811
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223922885
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266223927251
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223927822
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223929202
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266223937496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224020385
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266224020509
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266224084392
