what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266439618474
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439620490
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439622530
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439623379
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439624618
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439629132
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439630891
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439631706
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439632887
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439638403
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439671993
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439705860
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439711126
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439711846
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439713523
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439720343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439756805
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1266439757055
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439763233
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439763881
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439765139
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266439767815
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439771501
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439798953
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439808797
