what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266249330638
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249336337
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249340109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249341026
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249341992
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266249343886
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266249346812
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249348909
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249350242
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249351254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249352224
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266249352943
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266249353073
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249360171
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249363578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249364501
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249365585
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266249366488
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266249366638
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249371866
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249374612
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249375454
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249376332
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1266249377661
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266249377839
