what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439817060
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439817844
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439819385
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439821177
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439858233
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439882774
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266439886876
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439887589
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439889534
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439892872
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266439941769
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439954661
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266439982418
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1266439984879
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266440050507
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266440050704
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266440057549
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266440065075
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266440065298
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266440068027
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266440077176
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266440080951
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266440081752
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266440083117
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266440085852
