what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266245533003
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266245533250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266245533532
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266245533824
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1266245534009
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266245536463
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245539199
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266245551483
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245551525
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266245554021
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245554773
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245556105
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266245557809
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1266245579535
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245582010
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266245596889
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245596965
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266245601205
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245601833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245603418
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266245851096
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245851894
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245852854
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266245855492
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1266245865140
