what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1266224086883
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266224098021
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266224100898
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224101749
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224102643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224105100
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224130180
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224146650
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266224148704
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266224153053
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224153913
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224154899
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224155040
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266224181615
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224190924
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191085
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191276
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191413
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191918
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191942
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224191988
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224192017
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224192055
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224192098
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266224192130
