what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249657445
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249661162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249746570
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249753525
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249838304
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249838849
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249912875
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249947656
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249962139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249965839
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249975202
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249979101
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249980004
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249981533
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1266249983159
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266249983959
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249987886
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249995986
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266249996108
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266250001350
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1266250002161
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266250005698
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1266250065277
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266250250854
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266250256336
