what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249389047
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249393620
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249394463
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249395956
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249412130
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249417337
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249427591
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249441418
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249458332
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249463930
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249469740
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1266249474975
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249488543
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249501428
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249503534
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249504230
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249505492
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249530769
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249622728
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249638728
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1266249646985
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266249649078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249649919
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249651489
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266249652125
