what,kind,bundleId,bundleVersion,description,time
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.debug",1266222108487
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222108527
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222108770
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222146254
started,bundle,org.eclipse.cdt.dsf,2.0.0.200909110608,"org.eclipse.cdt.dsf",1266222146265
started,bundle,org.eclipse.cdt.dsf.gdb,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb",1266222146267
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1266222147056
started,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1266222147140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222149561
opened,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1266222157481
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222157620
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1266222161957
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266222188452
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222189236
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222189706
error,log,,,"Error logged from Debug Core: ",1266222198563
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1266222198852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222202129
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222221914
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1266222222111
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.buildAll",1266222227231
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222228067
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222228116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222239562
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1266222245950
